id,product_category,product_subcategory,quantity_kg,unit_price_initial,days_until_expiry,storage_condition,packaging_type,collection_datetime,day_of_week,month_of_year,season,is_holiday,pickup_store_id,pickup_city,distance_to_partner_km,partner_id_destination,partner_storage_capacity,partner_typical_demand,weather_temperature,rainfall_mm,time_to_sell_hours,was_sold,final_discount_rate,wastage_reason,partner_satisfaction_score
6676,Surgelés,Légumes surgelés,7.5,3.42,7,Surgelé,Carton,2025-05-07 06:00:00,Wednesday,5,Pluies,0,S026,Abidjan,44.0,P003,492,404.1,30.7,10.4,41.6,1,78.7,,3
6677,Surgelés,Légumes surgelés,51.0,3.4,35,Surgelé,Sachet,2025-04-18 15:00:00,Friday,4,Pluies,0,S038,Abidjan,20.1,P015,1712,793.3,33.3,14.4,181.8,1,65.1,,5
6678,Fruits & Légumes,Agrumes,8.7,1.28,3,Frais,Carton,2024-01-12 17:00:00,Friday,1,Sèche,0,S020,Bouaké,40.1,P003,1235,425.8,30.4,0.1,19.0,1,65.9,,4
6679,Boulangerie,Viennoiserie,11.2,1.5,1,Ambiante,Plastique,2024-01-20 23:00:00,Saturday,1,Sèche,0,S004,Abidjan,36.5,P014,1184,257.8,31.3,0.3,10.8,1,40.1,,3
6680,Produits Laitiers,Yaourt,78.4,2.54,1,Frais,Plastique,2025-04-21 07:00:00,Monday,4,Pluies,0,S028,Bouaké,16.0,P019,1283,361.2,29.6,2.5,10.0,1,40.9,,5
6681,Surgelés,Légumes surgelés,43.3,2.43,17,Surgelé,Carton,2024-05-20 09:00:00,Monday,5,Pluies,0,S030,Abidjan,44.1,P012,506,631.0,34.1,0.0,73.9,1,40.7,,4
6682,Fruits & Légumes,Légumes feuilles,15.7,1.4,1,Frais,Sachet,2024-07-13 08:00:00,Saturday,7,Pluies,0,S017,Abidjan,13.3,P010,322,153.8,29.6,2.3,11.6,0,83.6,Refusé par partenaire (qualité),2
6683,Fruits & Légumes,Agrumes,18.5,1.07,2,Frais,Vrac,2024-06-22 14:00:00,Saturday,6,Pluies,0,S033,Yamoussoukro,29.0,P004,1416,92.2,31.6,1.0,15.0,1,72.6,,3
6684,Surgelés,Viande surgelée,27.1,3.46,5,Surgelé,Vrac,2024-03-30 20:00:00,Saturday,3,Sèche,1,S026,Abidjan,37.9,P003,976,355.7,24.4,4.6,25.9,1,54.3,,3
6685,Fruits & Légumes,Légumes racines,44.7,1.28,2,Frais,Plastique,2025-03-19 11:00:00,Wednesday,3,Sèche,1,S040,Abidjan,16.3,P015,1234,475.3,27.6,2.4,12.4,1,72.1,,2
6686,Fruits & Légumes,Légumes racines,62.9,1.55,2,Frais,Carton,2025-04-10 05:00:00,Thursday,4,Pluies,0,S021,Abidjan,19.5,P010,810,598.9,28.7,1.9,17.4,0,54.5,Refusé par partenaire (qualité),3
6687,Boulangerie,Pâtisserie,54.9,1.89,1,Ambiante,Plastique,2024-01-10 14:00:00,Wednesday,1,Sèche,0,S030,Abidjan,27.8,P015,1579,236.0,24.9,4.8,12.0,1,70.8,,3
6688,Surgelés,Viande surgelée,13.8,3.78,1,Surgelé,Plastique,2024-09-07 13:00:00,Saturday,9,Pluies,0,S024,Bouaké,41.4,P002,1294,609.3,26.0,11.6,12.6,1,74.7,,4
6689,Viande & Poisson,Poisson frais,55.2,4.57,1,Frais,Vrac,2025-05-06 23:00:00,Tuesday,5,Pluies,0,S022,Korhogo,12.3,P016,1367,146.6,30.7,0.6,12.0,1,34.3,,4
6690,Boulangerie,Viennoiserie,27.2,1.86,1,Ambiante,Plastique,2024-12-12 18:00:00,Thursday,12,Sèche,0,S029,Korhogo,20.0,P009,1084,54.1,35.8,5.6,10.1,1,39.3,,3
6691,Produits Laitiers,Lait,23.8,1.78,3,Frais,Carton,2024-02-15 03:00:00,Thursday,2,Sèche,0,S001,Abidjan,36.8,P024,188,66.3,28.6,7.5,32.9,0,67.5,Périmé avant collecte partenaire,1
6692,Viande & Poisson,Boeuf,28.8,4.06,2,Frais,Vrac,2025-02-04 10:00:00,Tuesday,2,Sèche,0,S025,Abidjan,27.1,P002,1502,434.8,29.9,1.7,25.7,0,81.2,Périmé avant collecte partenaire,1
6693,Surgelés,Plats préparés surgelés,16.0,3.02,27,Surgelé,Carton,2024-08-31 07:00:00,Saturday,8,Pluies,0,S007,Bouaké,2.3,P002,1836,698.6,23.7,15.4,101.3,1,71.4,,5
6694,Produits Laitiers,Yaourt,26.4,2.54,2,Frais,Plastique,2024-11-27 04:00:00,Wednesday,11,Sèche,0,S035,San-Pédro,31.5,P001,110,75.8,27.3,1.9,17.7,1,57.4,,2
6695,Fruits & Légumes,Légumes racines,37.7,1.53,1,Frais,Vrac,2024-12-08 04:00:00,Sunday,12,Sèche,0,S033,Bouaké,8.4,P013,1511,288.6,27.2,0.9,9.7,1,53.4,,5
6696,Fruits & Légumes,Légumes feuilles,63.2,1.13,1,Frais,Plastique,2024-02-04 07:00:00,Sunday,2,Sèche,0,S030,Abidjan,38.1,P022,1088,733.8,27.5,0.7,17.5,0,62.2,Surstock partenaire (capacité pleine),1
6697,Épicerie Sèche,Riz,15.2,1.9,2,Sec,Plastique,2024-05-06 21:00:00,Monday,5,Pluies,0,S027,Abidjan,25.2,P007,1970,96.4,33.1,8.2,17.9,1,62.4,,3
6698,Surgelés,Plats préparés surgelés,16.5,3.84,7,Surgelé,Sachet,2024-01-31 04:00:00,Wednesday,1,Sèche,0,S009,Abidjan,19.3,P007,1067,710.2,25.4,3.6,52.0,1,77.7,,3
6699,Produits Laitiers,Fromage,56.4,2.07,2,Frais,Plastique,2024-10-26 11:00:00,Saturday,10,Pluies,0,S039,Abidjan,41.4,P016,1396,743.6,36.4,2.6,17.5,1,34.5,,3
6700,Épicerie Sèche,Conserves,20.4,1.59,11,Sec,Vrac,2024-01-26 00:00:00,Friday,1,Sèche,0,S033,Abidjan,14.6,P023,515,511.4,23.9,1.6,36.8,1,69.0,,4
6701,Produits Laitiers,Beurre,28.2,2.08,3,Frais,Vrac,2025-06-23 15:00:00,Monday,6,Pluies,0,S007,San-Pédro,31.9,P022,1225,730.3,26.9,9.1,19.3,1,63.9,,4
6702,Fruits & Légumes,Fruits à noyau,7.5,1.16,2,Frais,Plastique,2024-07-18 11:00:00,Thursday,7,Pluies,0,S025,San-Pédro,27.0,P011,1665,350.7,29.1,4.4,22.6,0,72.6,Surstock partenaire (capacité pleine),4
6703,Produits Laitiers,Yaourt,24.3,1.93,1,Frais,Plastique,2024-05-25 08:00:00,Saturday,5,Pluies,0,S011,Abidjan,27.0,P023,448,658.5,26.3,2.7,12.0,1,46.3,,3
6704,Boulangerie,Pâtisserie,38.5,1.21,2,Ambiante,Carton,2024-12-20 21:00:00,Friday,12,Sèche,1,S038,Abidjan,5.1,P022,958,132.6,29.0,2.5,11.5,1,35.6,,4
6705,Surgelés,Viande surgelée,41.8,3.57,33,Surgelé,Vrac,2024-04-10 20:00:00,Wednesday,4,Pluies,0,S033,Abidjan,2.8,P012,1916,575.4,32.8,5.4,174.5,0,52.1,Périmé avant collecte partenaire,1
6706,Surgelés,Plats préparés surgelés,25.7,3.6,48,Surgelé,Carton,2024-03-07 05:00:00,Thursday,3,Sèche,1,S039,Korhogo,32.0,P009,590,212.4,32.4,0.7,198.7,1,40.8,,4
6707,Fruits & Légumes,Fruits à noyau,17.2,1.19,1,Frais,Carton,2024-01-21 03:00:00,Sunday,1,Sèche,0,S024,Abidjan,21.6,P002,1380,467.9,26.5,5.4,13.1,1,39.5,,4
6708,Fruits & Légumes,Agrumes,3.6,1.3,3,Frais,Carton,2025-05-15 11:00:00,Thursday,5,Pluies,0,S002,Yamoussoukro,39.4,P005,1843,77.8,21.7,0.0,38.4,0,84.3,Périmé avant collecte partenaire,1
6709,Viande & Poisson,Boeuf,15.2,4.01,2,Frais,Plastique,2024-02-12 23:00:00,Monday,2,Sèche,0,S029,Yamoussoukro,1.8,P020,898,25.7,33.0,4.6,16.2,1,33.4,,3
6710,Produits Laitiers,Fromage,42.6,1.75,4,Frais,Carton,2025-04-24 18:00:00,Thursday,4,Pluies,0,S039,Abidjan,24.0,P024,1041,504.6,24.6,2.4,25.1,1,31.9,,4
6711,Boulangerie,Pain,30.9,1.46,1,Ambiante,Carton,2025-05-24 05:00:00,Saturday,5,Pluies,0,S004,Abidjan,18.9,P016,929,164.7,31.7,0.7,11.7,1,53.4,,4
6712,Fruits & Légumes,Légumes racines,11.8,1.54,1,Frais,Plastique,2025-04-01 16:00:00,Tuesday,4,Pluies,0,S028,San-Pédro,13.7,P024,567,649.4,25.8,4.6,9.6,1,41.2,,3
6713,Fruits & Légumes,Fruits à coque,43.2,1.27,3,Frais,Vrac,2025-04-19 19:00:00,Saturday,4,Pluies,0,S006,San-Pédro,27.5,P017,470,323.2,28.1,9.0,18.2,1,68.7,,5
6714,Boulangerie,Viennoiserie,15.3,1.71,1,Ambiante,Carton,2024-07-08 18:00:00,Monday,7,Pluies,0,S035,Abidjan,41.3,P010,808,425.4,32.5,1.7,24.0,0,65.7,Périmé avant collecte partenaire,1
6715,Boulangerie,Pain,10.9,1.82,2,Ambiante,Plastique,2024-05-23 07:00:00,Thursday,5,Pluies,0,S031,Yamoussoukro,4.3,P009,282,240.1,23.1,4.8,18.6,0,76.7,Surstock partenaire (capacité pleine),2
6716,Fruits & Légumes,Agrumes,33.4,1.23,1,Frais,Sachet,2024-02-28 22:00:00,Wednesday,2,Sèche,0,S025,Abidjan,44.9,P012,743,288.4,30.9,2.8,21.9,0,57.1,Refusé par partenaire (qualité),2
6717,Produits Laitiers,Fromage,16.4,2.1,5,Frais,Vrac,2024-06-07 12:00:00,Friday,6,Pluies,0,S028,Abidjan,43.6,P007,92,179.0,25.2,3.9,25.2,1,66.7,,5
6718,Surgelés,Viande surgelée,78.7,2.73,32,Surgelé,Vrac,2024-08-01 23:00:00,Thursday,8,Pluies,0,S019,San-Pédro,6.6,P022,1847,401.8,34.5,1.6,164.0,1,71.2,,4
6719,Viande & Poisson,Volaille,6.7,3.73,1,Frais,Vrac,2024-07-01 18:00:00,Monday,7,Pluies,0,S008,Abidjan,24.8,P012,1958,746.3,24.0,10.7,20.6,0,83.1,Refusé par partenaire (qualité),2
6720,Viande & Poisson,Charcuterie,14.0,5.27,2,Frais,Vrac,2025-04-12 10:00:00,Saturday,4,Pluies,0,S019,Yamoussoukro,31.5,P011,1641,108.1,32.4,3.7,13.6,1,61.4,,4
6721,Épicerie Sèche,Riz,14.6,1.73,41,Sec,Carton,2024-07-25 17:00:00,Thursday,7,Pluies,0,S019,San-Pédro,39.0,P001,1983,797.7,30.9,2.0,282.4,1,48.8,,5
6722,Épicerie Sèche,Conserves,29.8,1.73,4,Sec,Carton,2025-05-13 18:00:00,Tuesday,5,Pluies,0,S012,Yamoussoukro,20.4,P020,1963,641.1,26.8,7.0,32.2,1,50.2,,4
6723,Fruits & Légumes,Fruits à coque,32.9,0.98,2,Frais,Vrac,2024-05-04 21:00:00,Saturday,5,Pluies,0,S040,Abidjan,33.5,P010,717,279.7,30.7,2.9,17.5,1,56.3,,4
6724,Boulangerie,Pâtisserie,23.2,1.82,2,Ambiante,Carton,2024-07-30 13:00:00,Tuesday,7,Pluies,0,S001,Abidjan,27.7,P001,437,659.5,30.0,1.7,15.7,1,64.1,,4
6725,Fruits & Légumes,Légumes racines,13.7,1.43,2,Frais,Vrac,2025-03-29 04:00:00,Saturday,3,Sèche,1,S009,Bouaké,28.9,P022,458,399.7,25.5,0.3,20.5,0,81.8,Refusé par partenaire (qualité),1
6726,Viande & Poisson,Charcuterie,26.7,4.63,2,Frais,Vrac,2025-03-04 14:00:00,Tuesday,3,Sèche,1,S028,Bouaké,18.6,P012,1840,548.3,29.0,8.9,11.1,1,54.5,,4
6727,Viande & Poisson,Boeuf,19.8,5.51,1,Frais,Plastique,2025-05-02 04:00:00,Friday,5,Pluies,0,S004,Korhogo,43.1,P012,174,678.7,27.7,4.4,17.5,0,71.3,Problème logistique / retard transport,1
6728,Fruits & Légumes,Agrumes,29.0,1.55,2,Frais,Plastique,2024-08-17 19:00:00,Saturday,8,Pluies,0,S025,Yamoussoukro,17.9,P014,809,353.1,23.5,3.3,16.7,1,55.8,,3
6729,Boulangerie,Pain,20.4,1.71,2,Ambiante,Vrac,2024-01-11 02:00:00,Thursday,1,Sèche,0,S038,Abidjan,39.8,P006,1819,704.6,29.0,5.3,15.4,1,41.3,,3
6730,Fruits & Légumes,Agrumes,35.4,1.15,3,Frais,Plastique,2025-06-24 06:00:00,Tuesday,6,Pluies,0,S017,Bouaké,25.5,P016,1612,507.6,29.5,0.1,23.9,1,36.6,,3
6731,Fruits & Légumes,Légumes feuilles,21.2,1.25,1,Frais,Vrac,2025-06-16 04:00:00,Monday,6,Pluies,0,S024,Korhogo,16.6,P019,130,139.5,28.2,1.5,12.6,1,70.8,,4
6732,Viande & Poisson,Poisson frais,10.2,5.04,2,Frais,Carton,2024-07-16 18:00:00,Tuesday,7,Pluies,0,S029,San-Pédro,10.0,P013,1859,286.9,27.5,0.6,15.5,1,79.3,,2
6733,Fruits & Légumes,Agrumes,10.7,1.13,3,Frais,Vrac,2024-12-25 13:00:00,Wednesday,12,Sèche,1,S015,Abidjan,3.9,P008,409,786.0,25.0,2.2,15.1,1,67.9,,5
6734,Viande & Poisson,Boeuf,118.1,4.27,1,Frais,Sachet,2024-10-16 20:00:00,Wednesday,10,Pluies,0,S026,Yamoussoukro,28.9,P016,832,556.7,30.5,0.8,10.7,1,55.5,,4
6735,Viande & Poisson,Boeuf,37.7,5.13,2,Frais,Carton,2024-05-08 10:00:00,Wednesday,5,Pluies,0,S031,Yamoussoukro,12.8,P025,1234,475.2,29.9,3.0,17.6,1,65.6,,4
6736,Boulangerie,Pain,27.6,1.58,1,Ambiante,Vrac,2024-03-25 14:00:00,Monday,3,Sèche,1,S012,Korhogo,5.7,P025,1436,683.5,24.2,3.4,6.7,1,35.5,,4
6737,Surgelés,Viande surgelée,20.1,3.18,2,Surgelé,Vrac,2024-05-16 08:00:00,Thursday,5,Pluies,0,S012,Abidjan,15.2,P012,1382,782.9,33.9,10.3,21.8,0,62.3,Périmé avant collecte partenaire,1
6738,Fruits & Légumes,Fruits à noyau,39.8,1.02,2,Frais,Plastique,2024-09-14 00:00:00,Saturday,9,Pluies,0,S024,Abidjan,35.1,P002,985,70.8,24.0,2.6,23.4,0,75.5,Refusé par partenaire (qualité),1
6739,Épicerie Sèche,Pâtes,17.0,2.32,15,Sec,Vrac,2024-02-20 16:00:00,Tuesday,2,Sèche,0,S010,Yamoussoukro,4.7,P005,1812,671.2,30.2,5.6,89.8,1,48.9,,3
6740,Surgelés,Viande surgelée,30.9,3.87,33,Surgelé,Plastique,2024-08-22 20:00:00,Thursday,8,Pluies,0,S021,Bouaké,13.9,P014,1736,524.8,27.2,0.2,143.5,1,61.8,,3
6741,Surgelés,Plats préparés surgelés,13.1,2.77,24,Surgelé,Carton,2025-01-14 00:00:00,Tuesday,1,Sèche,0,S026,Abidjan,3.8,P021,921,164.3,25.5,3.9,93.1,1,69.0,,3
6742,Viande & Poisson,Boeuf,63.6,3.76,1,Frais,Carton,2024-12-02 02:00:00,Monday,12,Sèche,0,S002,Abidjan,9.3,P007,172,730.8,31.1,9.0,14.8,0,61.3,Refusé par partenaire (qualité),3
6743,Fruits & Légumes,Fruits à coque,24.4,1.17,3,Frais,Vrac,2025-03-02 23:00:00,Sunday,3,Sèche,1,S033,Abidjan,13.5,P020,181,46.2,29.6,2.9,15.3,1,64.3,,4
6744,Produits Laitiers,Beurre,31.0,2.37,2,Frais,Carton,2024-10-17 16:00:00,Thursday,10,Pluies,0,S032,San-Pédro,37.2,P002,772,699.6,30.7,3.5,21.0,1,66.3,,4
6745,Boulangerie,Pain,54.5,1.6,1,Ambiante,Vrac,2024-05-09 10:00:00,Thursday,5,Pluies,0,S034,Abidjan,40.1,P024,71,602.8,30.1,0.6,18.6,0,62.1,Périmé avant collecte partenaire,2
6746,Surgelés,Plats préparés surgelés,10.6,2.85,32,Surgelé,Carton,2025-04-12 04:00:00,Saturday,4,Pluies,0,S028,Abidjan,25.7,P019,1439,297.3,27.4,0.9,144.2,1,65.7,,4
6747,Surgelés,Plats préparés surgelés,12.5,3.45,40,Surgelé,Plastique,2024-05-24 10:00:00,Friday,5,Pluies,0,S013,Bouaké,11.4,P011,767,531.9,24.4,0.2,147.9,1,55.7,,3
6748,Fruits & Légumes,Fruits à coque,17.9,1.52,2,Frais,Vrac,2025-01-23 09:00:00,Thursday,1,Sèche,0,S028,Bouaké,12.0,P007,741,141.2,32.5,2.6,18.0,1,49.8,,4
6749,Fruits & Légumes,Fruits à noyau,27.5,1.46,1,Frais,Plastique,2025-05-21 02:00:00,Wednesday,5,Pluies,0,S024,Abidjan,22.1,P001,1840,182.6,35.3,4.7,11.9,1,38.6,,2
6750,Produits Laitiers,Fromage,13.6,2.53,4,Frais,Sachet,2024-07-21 17:00:00,Sunday,7,Pluies,0,S010,Abidjan,10.6,P010,1686,275.3,28.6,2.2,24.7,1,59.1,,3
6751,Boulangerie,Pain,18.7,1.31,1,Ambiante,Vrac,2024-05-03 15:00:00,Friday,5,Pluies,0,S015,San-Pédro,40.5,P016,115,529.5,30.7,1.4,21.8,0,72.9,Périmé avant collecte partenaire,1
6752,Viande & Poisson,Poisson frais,8.9,5.68,2,Frais,Carton,2024-03-30 01:00:00,Saturday,3,Sèche,1,S031,Abidjan,18.7,P005,1635,589.3,29.8,7.5,19.6,0,61.1,Problème logistique / retard transport,2
6753,Épicerie Sèche,Conserves,8.5,2.01,49,Sec,Plastique,2024-03-07 22:00:00,Thursday,3,Sèche,1,S022,Korhogo,14.9,P013,531,786.8,25.9,18.6,134.1,1,62.5,,2
6754,Viande & Poisson,Volaille,20.1,4.81,1,Frais,Carton,2024-10-28 19:00:00,Monday,10,Pluies,0,S039,Abidjan,9.1,P004,918,610.6,31.5,1.3,16.7,0,82.6,Problème logistique / retard transport,1
6755,Fruits & Légumes,Agrumes,44.6,1.07,3,Frais,Vrac,2024-06-30 14:00:00,Sunday,6,Pluies,0,S018,Abidjan,42.2,P017,673,399.3,28.3,1.6,24.5,1,39.9,,4
6756,Fruits & Légumes,Légumes feuilles,70.4,1.54,1,Frais,Carton,2024-09-27 22:00:00,Friday,9,Pluies,0,S002,San-Pédro,39.0,P015,668,286.0,26.8,7.0,11.5,1,57.9,,4
6757,Épicerie Sèche,Céréales,15.4,1.72,1,Sec,Carton,2025-02-12 17:00:00,Wednesday,2,Sèche,0,S033,Yamoussoukro,7.8,P016,1037,222.0,35.9,1.8,22.1,0,69.3,Problème logistique / retard transport,1
6758,Fruits & Légumes,Agrumes,28.0,1.52,2,Frais,Vrac,2024-01-26 13:00:00,Friday,1,Sèche,0,S034,Abidjan,25.3,P025,1521,601.5,28.3,18.3,14.2,1,71.2,,3
6759,Produits Laitiers,Lait,14.8,1.97,2,Frais,Plastique,2024-09-11 22:00:00,Wednesday,9,Pluies,0,S024,Abidjan,2.6,P017,1781,342.3,33.6,3.6,16.5,1,70.8,,3
6760,Fruits & Légumes,Légumes racines,74.5,1.32,2,Frais,Plastique,2024-05-20 06:00:00,Monday,5,Pluies,0,S037,Bouaké,28.4,P010,842,148.9,28.5,10.4,18.1,1,63.0,,4
6761,Produits Laitiers,Beurre,37.5,1.84,1,Frais,Plastique,2024-08-12 05:00:00,Monday,8,Pluies,0,S012,Korhogo,40.4,P006,1682,390.6,33.3,2.0,20.0,0,82.8,Refusé par partenaire (qualité),2
6762,Épicerie Sèche,Céréales,16.1,1.67,41,Sec,Plastique,2024-03-11 20:00:00,Monday,3,Sèche,1,S023,Abidjan,21.6,P016,624,434.2,30.1,0.1,136.5,1,74.7,,4
6763,Épicerie Sèche,Pâtes,16.9,2.08,12,Sec,Plastique,2024-10-31 20:00:00,Thursday,10,Pluies,0,S040,Abidjan,3.0,P002,1172,712.7,30.1,5.7,64.2,1,49.5,,4
6764,Produits Laitiers,Lait,12.2,2.49,4,Frais,Carton,2025-03-29 06:00:00,Saturday,3,Sèche,1,S027,Abidjan,22.8,P004,521,638.8,29.0,1.7,17.3,1,67.1,,4
6765,Fruits & Légumes,Fruits à noyau,10.5,1.48,2,Frais,Plastique,2024-10-26 01:00:00,Saturday,10,Pluies,0,S040,Abidjan,37.6,P025,1502,183.6,23.6,6.9,37.0,0,53.0,Refusé par partenaire (qualité),1
6766,Surgelés,Plats préparés surgelés,6.5,3.11,36,Surgelé,Carton,2025-05-14 09:00:00,Wednesday,5,Pluies,0,S015,Yamoussoukro,10.6,P004,1121,414.8,34.1,6.6,128.8,1,62.2,,4
6767,Surgelés,Plats préparés surgelés,33.4,3.55,9,Surgelé,Carton,2024-08-02 07:00:00,Friday,8,Pluies,0,S011,Abidjan,3.1,P013,277,371.8,33.8,2.7,71.9,0,79.1,Refusé par partenaire (qualité),1
6768,Viande & Poisson,Boeuf,41.6,3.72,2,Frais,Plastique,2024-09-08 06:00:00,Sunday,9,Pluies,0,S009,Abidjan,35.0,P008,945,650.9,28.3,5.7,16.7,1,60.6,,3
6769,Produits Laitiers,Beurre,33.4,2.51,2,Frais,Carton,2024-07-23 19:00:00,Tuesday,7,Pluies,0,S029,Abidjan,7.1,P001,1705,576.0,23.6,3.3,15.1,1,53.7,,3
6770,Surgelés,Viande surgelée,26.3,2.76,45,Surgelé,Sachet,2025-03-31 07:00:00,Monday,3,Sèche,0,S039,Abidjan,25.5,P022,571,332.4,31.1,0.1,192.2,1,78.4,,4
6771,Fruits & Légumes,Agrumes,12.7,1.25,2,Frais,Plastique,2024-09-13 20:00:00,Friday,9,Pluies,0,S001,Yamoussoukro,23.7,P025,190,30.8,29.9,7.6,17.0,1,53.2,,5
6772,Boulangerie,Pain,324.7,1.82,1,Ambiante,Plastique,2024-01-29 21:00:00,Monday,1,Sèche,0,S033,Bouaké,30.3,P006,254,168.8,32.5,3.9,22.8,0,59.4,Périmé avant collecte partenaire,1
6773,Viande & Poisson,Boeuf,2.8,5.53,1,Frais,Sachet,2024-04-29 16:00:00,Monday,4,Pluies,0,S015,San-Pédro,3.7,P010,1882,444.3,27.6,4.0,8.8,1,37.9,,4
6774,Boulangerie,Pain,53.9,1.48,1,Ambiante,Plastique,2024-11-14 13:00:00,Thursday,11,Sèche,0,S011,Abidjan,19.6,P018,886,321.6,28.4,3.6,11.9,1,60.6,,4
6775,Épicerie Sèche,Riz,36.5,1.55,70,Sec,Carton,2025-04-14 02:00:00,Monday,4,Pluies,0,S004,Bouaké,14.6,P024,277,722.8,31.4,2.5,432.3,0,85.0,Périmé avant collecte partenaire,2
6776,Épicerie Sèche,Céréales,67.1,1.65,71,Sec,Carton,2024-07-08 12:00:00,Monday,7,Pluies,0,S021,Korhogo,13.5,P008,759,685.6,25.7,9.1,293.2,1,73.8,,3
6777,Fruits & Légumes,Légumes racines,19.3,1.26,2,Frais,Carton,2025-03-18 05:00:00,Tuesday,3,Sèche,1,S012,Yamoussoukro,33.9,P011,171,314.6,30.1,12.2,14.5,1,40.9,,3
6778,Produits Laitiers,Fromage,27.7,1.65,1,Frais,Vrac,2025-03-14 09:00:00,Friday,3,Sèche,1,S010,Korhogo,2.8,P005,807,310.9,24.3,0.2,7.7,1,73.8,,5
6779,Fruits & Légumes,Légumes feuilles,33.1,1.32,1,Frais,Carton,2024-04-13 18:00:00,Saturday,4,Pluies,0,S027,Abidjan,9.9,P009,310,387.6,31.0,1.6,12.0,0,58.3,Périmé avant collecte partenaire,1
6780,Fruits & Légumes,Fruits à noyau,8.9,1.16,2,Frais,Plastique,2024-02-19 12:00:00,Monday,2,Sèche,0,S030,Abidjan,1.9,P019,469,774.3,24.0,1.7,27.2,0,71.2,Périmé avant collecte partenaire,2
6781,Produits Laitiers,Yaourt,11.0,2.15,1,Frais,Vrac,2024-02-04 08:00:00,Sunday,2,Sèche,0,S027,Korhogo,30.9,P007,692,212.8,26.4,3.0,17.5,0,72.7,Refusé par partenaire (qualité),1
6782,Surgelés,Légumes surgelés,18.2,2.63,29,Surgelé,Carton,2024-11-24 13:00:00,Sunday,11,Sèche,0,S023,Abidjan,14.4,P011,1489,357.7,26.0,6.8,183.2,1,75.4,,5
6783,Produits Laitiers,Yaourt,49.9,2.43,1,Frais,Plastique,2024-08-08 10:00:00,Thursday,8,Pluies,0,S003,San-Pédro,30.1,P007,395,28.1,27.1,3.5,10.5,1,77.6,,4
6784,Épicerie Sèche,Pâtes,11.8,2.2,49,Sec,Carton,2024-05-03 10:00:00,Friday,5,Pluies,0,S002,San-Pédro,40.9,P005,408,85.3,27.7,4.5,517.2,0,75.1,Refusé par partenaire (qualité),1
6785,Fruits & Légumes,Fruits à coque,52.0,1.23,1,Frais,Vrac,2025-06-04 20:00:00,Wednesday,6,Pluies,0,S028,Abidjan,5.3,P018,1402,469.0,26.2,2.2,11.0,1,74.5,,4
6786,Surgelés,Viande surgelée,26.0,3.12,47,Surgelé,Plastique,2024-03-20 00:00:00,Wednesday,3,Sèche,1,S031,Abidjan,14.2,P002,1412,361.3,27.5,3.2,167.7,1,30.6,,3
6787,Viande & Poisson,Boeuf,4.0,4.15,1,Frais,Plastique,2025-05-24 12:00:00,Saturday,5,Pluies,0,S025,Korhogo,44.2,P002,1990,735.5,32.0,1.5,12.6,1,66.9,,3
6788,Viande & Poisson,Poisson frais,20.0,5.63,1,Frais,Plastique,2024-10-20 18:00:00,Sunday,10,Pluies,0,S038,Bouaké,34.4,P015,848,171.5,26.3,3.7,11.2,1,65.4,,4
6789,Boulangerie,Viennoiserie,39.1,1.55,2,Ambiante,Carton,2024-06-20 11:00:00,Thursday,6,Pluies,0,S033,Bouaké,32.3,P018,1540,263.6,29.3,6.1,16.9,1,62.4,,3
6790,Produits Laitiers,Lait,26.9,2.31,2,Frais,Carton,2025-06-12 16:00:00,Thursday,6,Pluies,0,S010,San-Pédro,15.9,P001,1894,230.6,26.8,11.7,14.2,1,66.5,,2
6791,Fruits & Légumes,Fruits à noyau,42.6,1.06,3,Frais,Sachet,2024-03-24 03:00:00,Sunday,3,Sèche,1,S014,Abidjan,28.3,P008,483,561.5,27.4,16.7,21.5,0,69.7,Refusé par partenaire (qualité),1
6792,Fruits & Légumes,Légumes racines,9.0,1.11,3,Frais,Carton,2024-04-21 18:00:00,Sunday,4,Pluies,0,S002,Bouaké,12.9,P005,271,378.8,29.6,4.6,23.9,1,67.5,,3
6793,Boulangerie,Pâtisserie,155.5,1.67,1,Ambiante,Sachet,2024-06-10 00:00:00,Monday,6,Pluies,0,S014,Bouaké,39.3,P007,809,95.9,25.7,0.7,13.2,1,75.0,,4
6794,Viande & Poisson,Charcuterie,7.7,5.11,1,Frais,Plastique,2025-05-30 04:00:00,Friday,5,Pluies,0,S037,Abidjan,3.7,P019,1875,617.4,31.5,2.4,10.1,1,59.4,,5
6795,Fruits & Légumes,Légumes feuilles,23.6,1.11,3,Frais,Vrac,2024-01-06 05:00:00,Saturday,1,Sèche,0,S025,Yamoussoukro,40.1,P018,400,490.0,33.6,2.8,19.7,1,43.2,,2
6796,Viande & Poisson,Charcuterie,66.1,5.59,2,Frais,Carton,2024-05-08 10:00:00,Wednesday,5,Pluies,0,S035,San-Pédro,19.8,P009,914,202.0,24.4,12.0,13.6,1,73.4,,4
6797,Fruits & Légumes,Fruits à coque,41.5,1.18,2,Frais,Vrac,2025-05-17 21:00:00,Saturday,5,Pluies,0,S030,Korhogo,36.4,P024,541,726.1,30.6,0.2,13.5,1,36.1,,5
6798,Fruits & Légumes,Fruits à coque,27.2,1.47,2,Frais,Plastique,2024-09-06 09:00:00,Friday,9,Pluies,0,S035,Abidjan,9.4,P020,1530,395.7,27.2,2.0,16.7,0,85.6,Surstock partenaire (capacité pleine),1
